id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality,sheet,is_higher_official,is_core_section,second_nationality,age,age_group
4989,Joseph Baloch,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Hungarian,core_only,False,True,,,
5169,Joseph Borovicka,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Czech,core_only,False,True,,,
5534,Joseph Foscht,Male,Temporary Collaborator,LoN First Division,Information,,1932,9,19,1932,10,10,Austrian,core_only,False,True,,,
5190,Joseph Gabriel Starke,Male,Member of Section,LoN First Division,Legal,1911,1937,6,7,1940,12,25,Australian,core_only,False,True,,26,20-30
5190,Joseph Gabriel Starke,Male,Member of Section,LoN First Division,Social Questions and Opium Traffic,1911,1935,9,9,1937,6,7,Australian,core_only,False,True,,24,20-30
4910,Joseph Hippolyte Marie Ghislain Nisot,Male,Member of Section,LoN First Division,Legal,,1922,9,11,1940,7,3,Belgian,core_only,False,True,,,
1856,Joseph Louis Marie Charles Avenol,Male,Deputy Secretary General,LoN First Division,Deputy Secretary-General's Office,1879,1923,2,1,1933,7,1,French,core_only,True,False,,44,40-50
1856,Joseph Louis Marie Charles Avenol,Male,Member,Member,Nansen International Office for Refugees,1879,1931,,,,,,French,lonsea_all,False,False,,52,50-60
1856,Joseph Louis Marie Charles Avenol,Male,Member ex officio,Member,International Educational Cinematographic Institute,1879,1936,,,,,,French,lonsea_all,False,False,,57,50-60
1856,Joseph Louis Marie Charles Avenol,Male,Secretary-General,LoN First Division,Secretary-General's Office,1879,1933,7,1,1940,8,31,French,core_only,True,False,,54,50-60
9457,Joseph Navarro,Male,Clerk,LoN Second Division,Information,1886,1939,1,7,1939,8,27,Swiss,core_only,False,True,,53,50-60
9457,Joseph Navarro,Male,Proof-Reader,LoN Second Division,Printing & Publishing Department,1886,1938,9,12,1938,12,18,Swiss,core_only,False,False,,52,50-60
5134,Joseph Seifert,Male,Temporary Collaborator,LoN First Division,Information,,1922,9,1,1922,9,30,,core_only,False,True,,,
4894,Joseph Vivian Wilson,Male,Chief of Section,LoN First Division,Central,1894,1933,7,1,1940,7,3,New Zealander,core_only,False,True,,39,30-40
4894,Joseph Vivian Wilson,Male,Member of Section,LoN First Division,Secretary-General's Office,1894,1924,1,15,1933,7,1,New Zealander,core_only,False,False,,30,20-30
4894,Joseph Vivian Wilson,Male,Member of Section,LoN First Division,Social Questions and Opium Traffic,1894,1923,7,23,1924,1,15,New Zealander,core_only,False,True,,29,20-30
5027,Jost Terhaar,Male,Head of Office,LoN First Division,Information,1901,1928,6,20,1933,12,31,German,core_only,False,True,,27,20-30
11742,José Garza y de Garate,Male,Temporary Collaborator,LoN First Division,Information,1910,1932,9,19,,,,,core_only,False,True,,22,20-30
5251,José H. Porto,Male,Member of Section,LoN First Division,Economic and Financial,,1926,11,11,1928,11,10,Argentinian,core_only,False,True,,,
11084,José Lasso de la Vega,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,Panamanian,core_only,False,True,,,
5026,José Lebre Barbosa Magalhaes,Male,Member of Section,LoN First Division,Administrative and Minorities,1892,1923,2,23,1925,3,31,Portugese,core_only,False,True,,31,30-40
5243,José Pla,Male,Member of Section,LoN First Division,Information,,1922,8,1,1939,12,21,Spanish,core_only,False,True,,,
5377,José Quero  Molares,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Spanish,core_only,False,True,,,
12183,Joyce Marion Barrington,Female,Shorthand Typist,LoN Second Division,Health,1902,1930,3,31,1930,3,31,Irish,core_only,False,True,,28,20-30
12183,Joyce Marion Barrington,Female,Shorthand Typist,LoN Second Division,Pool,1902,1927,7,11,1930,3,31,Irish,core_only,False,False,,25,20-30
5321,Juan Antonio Buero,Male,Director,LoN First Division,Legal,1884,1928,2,1,1935,2,1,Uruguayan,core_only,False,True,,44,40-50
5321,Juan Antonio Buero,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Sixth Ordinary Session of the Assembly,1884,,,,,,,,lonsea_all,False,False,,,
5130,Juan Schwartz y Dias-Flores,Male,Member of Section,LoN First Division,Legal,1896,1931,4,22,1939,12,20,Spanish,core_only,False,True,,35,30-40
5193,Juan Stefanich,Male,Correspondent,LoN Second Division,Information,1889,1927,2,1,1931,12,31,Paraguayan,core_only,False,True,,38,30-40
5022,Juan Teixidor y Sanchez,Male,Member of Section,LoN First Division,Legal,,1920,6,1,1933,12,10,Spanish,core_only,False,True,,,
5022,Juan Teixidor y Sanchez,Male,Member of Section,LoN First Division,Political,,1931,4,22,1933,12,10,Spanish,core_only,False,True,,,
4993,Juan de las Barcenas,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1905,1931,7,1,1931,11,10,Spanish,core_only,False,True,,26,20-30
4942,Jules Vecozois,Male,Temporary Collaborator,LoN First Division,Information,1884,1927,5,23,1927,6,20,Latvian,core_only,False,True,,43,40-50
4942,Jules Vecozois,Male,Temporary Collaborator,LoN First Division,Information,1884,1927,9,1,1927,9,15,Latvian,core_only,False,True,,43,40-50
4915,Julian Nogueira,Male,Corresponding Member,Member,"The Correspondent Office, League of Nations",,1942,11,15,1946,7,31,Uruguayan,lonsea_all,False,False,,,
4915,Julian Nogueira,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly,,,,,,,,Uruguayan,lonsea_all,False,False,,,
4915,Julian Nogueira,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twentieth Ordinary Session of the Assembly,,,,,,,,Uruguayan,lonsea_all,False,False,,,
4915,Julian Nogueira,Male,Member of Section,LoN First Division,Information,,1922,,,1934,10,14,Uruguayan,core_only,False,True,,,
4915,Julian Nogueira,Male,Member of Section,LoN First Division,Mandates,,1921,1,28,,,,Uruguayan,core_only,False,True,,,
4915,Julian Nogueira,Male,Member of Section,LoN First Division,Political,,1934,10,15,1939,6,15,Uruguayan,core_only,False,True,,,
5025,Jussi Teljo,Male,Temporary Collaborator,LoN First Division,Information,,1938,9,9,1938,9,27,Finish,core_only,False,True,,,
4899,K'iuan Wou,Male,Temporary Collaborator,LoN First Division,Information,1910,1937,10,11,1038,5,10,Chinese,core_only,False,True,,27,20-30
5310,Kaalund Jorgensen,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Dane,core_only,False,True,,,
8593,Kaare Filseth,Male,Senior Assistant,LoN First Division,Information,1901,1923,10,10,1924,5,15,Norwegian,core_only,False,True,,22,20-30
5079,Kaneo Tsuchida,Male,Member of Section,LoN First Division,Information,1888,1929,10,4,1935,6,30,Japanese,core_only,False,True,,41,40-50
5521,Karel Frolik,Male,Member of Section,LoN First Division,Economic and Financial,,1926,2,25,1926,8,31,Czech,core_only,False,True,,,
5239,Karel Lisicky,Male,Member of Section,LoN First Division,Political,1893,1934,4,3,1937,10,14,Czech,core_only,False,True,,41,40-50
5509,Karl Hudeczek,Male,Member of Section,LoN First Division,Economic and Financial,1889,1923,3,22,1924,4,30,Austrian,core_only,False,True,,34,30-40
4927,Karl Ott,Male,Member of Section,LoN First Division,Economic and Financial,,1926,6,22,1927,5,31,German,core_only,False,True,,,
5119,Karol Pindór,Male,Expert/Specialist,LoN First Division,Social Questions and Opium Traffic,,1938,6,29,1940,6,28,Polish,core_only,False,True,,,
11352,Katharina Broberg,Female,Assistant,LoN Second Division,Social Questions and Opium Traffic,1899,1930,5,30,1930,10,15,Swedish,core_only,False,True,,31,30-40
11352,Katharina Broberg,Female,Assistant,LoN Second Division,Social Questions and Opium Traffic,1899,1931,4,17,1931,6,16,Swedish,core_only,False,True,,32,30-40
10329,Katherine Irene Stafford,Female,Assistant Secretary,LoN Second Division,Secretary-General's Office,1887,1919,9,2,1920,6,30,British,core_only,False,False,,32,30-40
10329,Katherine Irene Stafford,Female,Secretary of Section,LoN First Division,Intellectual Cooperation and International Bureaux,1887,1920,7,1,1939,5,15,British,core_only,False,True,,33,30-40
11807,Kathleen Bodkin,Female,Clerk,LoN Second Division,Economic and Financial,1887,1920,10,28,1940,11,30,British,core_only,False,True,,33,30-40
9730,Kathleen Ellen Rafferty,Female,Secretary-Shorthand-Typist,LoN Second Division,Pool,1897,1925,1,1,1928,6,15,British,core_only,False,False,,28,20-30
9730,Kathleen Ellen Rafferty,Female,Shorthand Typist,LoN Second Division,Economic and Financial,1897,1922,8,18,1925,1,1,British,core_only,False,True,,25,20-30
9730,Kathleen Ellen Rafferty,Female,Shorthand Typist,LoN Second Division,Pool,1897,1922,2,6,1922,8,18,British,core_only,False,False,,25,20-30
9327,Kathleen Margaret Midwinter,Female,Shorthand Typist,LoN Second Division,Financial  & Economic Intelligence Service,1909,1932,1,11,1934,2,4,British,core_only,False,True,,23,20-30
9327,Kathleen Margaret Midwinter,Female,Shorthand Typist,LoN Second Division,Pool,1909,1930,11,3,1932,1,10,British,core_only,False,False,,21,20-30
9327,Kathleen Margaret Midwinter,Female,Shorthand Typist,LoN Second Division,Pool,1909,1934,2,5,1935,9,8,British,core_only,False,False,,25,20-30
9327,Kathleen Margaret Midwinter,Female,Shorthand Typist,LoN Second Division,Staff Pensions Fund,1909,1935,9,9,1940,4,23,British,core_only,False,False,,26,20-30
8780,Kathleen Mary Goode,Female,Shorthand Typist,LoN Second Division,Disarmament,1896,1923,4,19,1927,5,5,British,core_only,False,True,,27,20-30
8780,Kathleen Mary Goode,Female,Shorthand Typist,LoN Second Division,Disarmament,1896,1930,9,10,1930,10,4,British,core_only,False,True,,34,30-40
5395,Kathleen Mulchrone,Female,Temporary Collaborator,LoN First Division,Information,,1929,8,19,1929,9,9,British,core_only,False,True,,,
5397,Ken Harada,Male,League of Nations staff,League of Nations staff,League of Nations,1892,1920,2,16,1927,1,15,,core_only,False,False,,28,20-30
5397,Ken Harada,Male,League of Nations staff,League of Nations staff,Political,1892,1927,1,15,1938,12,15,,core_only,False,True,,35,30-40
5388,Kinjiro Mori,Male,Temporary Collaborator,LoN First Division,Information,,1929,8,26,1929,9,23,Japanese,core_only,False,True,,,
4931,Konni Zilliacus,Male,Member of Section,LoN First Division,Information,1894,1920,1,16,1938,10,15,British,core_only,False,True,,26,20-30
5221,Konstanty Symonolewicz,Male,Member of Section,LoN First Division,Information,,1937,9,9,1937,9,30,Polish,core_only,False,True,,,
5054,L. Bhagi-Rathi,Female,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1035,9,24,Indian,core_only,False,True,,,
5282,L. C. Klein,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,French,core_only,False,True,,,
5427,L. Dark,Male,Temporary Collaborator,LoN First Division,Information,,1920,9,,1920,,,,core_only,False,True,,,
10745,Ladislas Zelovich,Male,Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1895,1936,4,1,1936,8,15,Hungarian,core_only,False,True,,41,40-50
5328,Ladislaus Buza,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,Hungarian,core_only,False,True,,,
5210,Lanka Sundaram,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Indian,core_only,False,True,,,
5318,Laura  Brunetti,Female,Temporary Collaborator,LoN First Division,Information,1897,1932,9,19,1932,10,10,Italian,core_only,False,True,,35,30-40
11684,Laura Chalmers,Female,Assistant Secretary,LoN Second Division,Economic and Financial,,1921,7,25,,,,British,core_only,False,True,,,
11684,Laura Chalmers,Female,Stenographer,LoN Second Division,Economic and Financial,,1921,7,25,,,,British,core_only,False,True,,,
11312,"Laura Johanna Buhr, née Baarslag",Female,Bilingual Shorthand-Typist,LoN Second Division,Information,1893,1921,8,17,1928,1,10,Dutch,core_only,False,True,,28,20-30
10835,Laure Andreys,Female,Local Engagement,LoN Second Division,Duplicating & Multigraph Service,,1921,9,1,1921,10,6,,core_only,False,False,,,
10835,Laure Andreys,Female,Local Engagement,LoN Second Division,Mandates,,1921,10,6,1921,10,15,,core_only,False,True,,,
5064,Laurence Chalmers Tombs,Male,Member of Section,LoN First Division,Communications and Transit,1903,1930,2,15,1939,3,31,Canadian,core_only,False,True,,27,20-30
10918,Laurits Thomas Arnskov,Male,Attaché,LoN First Division,Information,1878,1925,10,1,1925,12,31,Dane,core_only,False,True,,47,40-50
5229,Leclercq,Male,Member of Section,LoN First Division,Information,,1919,8,16,1920,10,17,,core_only,False,True,,,
9705,Leonard Tom Hamblen,Male,Secretary,LoN First Division,Health,1883,1925,6,20,8,31,,British,core_only,False,True,,42,40-50
5156,Leonidas L. Silva,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,3,1937,9,24,Argentinian,core_only,False,True,,,
11811,Letitia Bodilly,Female,Shorthand Typist,LoN Second Division,Health,1891,1920,2,25,1926,3,1,British,core_only,False,True,,29,20-30
8646,Lettie  Frere,Female,Secretary,LoN First Division,Administrative and Minorities,,1919,7,1,1920,2,17,British,core_only,False,True,,,
11453,Liba Hersch,Female,Assistant,LoN Second Division,Disarmament,1882,1924,7,22,1924,8,7,Polish,core_only,False,True,,42,40-50
11453,Liba Hersch,Female,Assistant,LoN Second Division,Disarmament,1882,1925,9,28,1926,1,10,Polish,core_only,False,True,,43,40-50
11453,Liba Hersch,Female,Assistant,LoN Second Division,Disarmament,1882,1926,5,6,1940,1,31,Polish,core_only,False,True,,44,40-50
5460,Lieut. Col.  H. G.  Eady,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,18,British,core_only,False,True,,,
12223,Lilian Barber,Female,Stenographer,LoN Second Division,Economic and Financial,1895,1919,9,24,1921,8,28,British,core_only,False,True,,24,20-30
10413,Lilly Stoiloff,Female,Shorthand Typist,LoN Second Division,Pool,1901,1937,4,9,1937,11,20,Bulgarian,core_only,False,False,,36,30-40
10413,Lilly Stoiloff,Female,Shorthand Typist,LoN Second Division,Pool,1901,1938,7,5,1938,9,30,Bulgarian,core_only,False,False,,37,30-40
10413,Lilly Stoiloff,Female,Stenographer,LoN Second Division,Social Questions and Opium Traffic,1901,1930,9,2,1930,9,30,Bulgarian,core_only,False,True,,29,20-30
11544,Lisa Louise Wilhelmine Elisabeth Rose,Female,Shorthand Typist,LoN Second Division,Information,1894,1926,3,6,,,,German,core_only,False,True,,32,30-40
11633,Liséle Marcelle Bourgeois,Female,Clerk,LoN Second Division,Health,1900,1927,9,26,1927,11,30,Swiss,core_only,False,True,,27,20-30
5252,Lorenzo Luzuriaga,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,Spanish,core_only,False,True,,,
9413,Louis Constant Edgard Muller,Male,Member of Section,LoN First Division,Information,1885,1921,8,21,1940,5,18,French,core_only,False,True,,36,30-40
9413,Louis Constant Edgard Muller,Male,Member of Section,LoN First Division,Information,1885,1922,5,1,1922,6,30,French,core_only,False,True,,37,30-40
9413,Louis Constant Edgard Muller,Male,Précis Writer,LoN First Division,Précis-Writing Department,1885,1923,9,5,1924,1,31,French,core_only,False,False,,38,30-40
9413,Louis Constant Edgard Muller,Male,Précis Writer,LoN First Division,Précis-Writing Department,1885,1924,10,1,1930,12,31,French,core_only,False,False,,39,30-40
9413,Louis Constant Edgard Muller,Male,Précis Writer,LoN First Division,Registry,1885,1921,8,23,1921,10,30,French,core_only,False,False,,36,30-40
9413,Louis Constant Edgard Muller,Male,Senior Assistant,LoN First Division,Registry,1885,1921,11,1,1922,4,30,French,core_only,False,False,,36,30-40
9413,Louis Constant Edgard Muller,Male,Translator,LoN First Division,Translation,1885,1922,7,1,1923,9,4,French,core_only,False,False,,37,30-40
9413,Louis Constant Edgard Muller,Male,Translator,LoN First Division,Translation,1885,1924,2,1,1924,9,30,French,core_only,False,False,,39,30-40
9413,Louis Constant Edgard Muller,Male,Translator,LoN First Division,Translation,1885,1931,1,1,1940,5,18,French,core_only,False,False,,46,40-50
9920,Louis Dierauer,Male,Clerk,LoN Second Division,Economic and Financial,1906,1929,7,22,1930,9,30,Swiss,core_only,False,True,,23,20-30
11503,Louis Emile Hinderberger,Male,Draughtsman,LoN Third Division,Department III,1899,1943,1,4,1946,8,31,Swiss,core_only,False,False,,44,40-50
11503,Louis Emile Hinderberger,Male,Draughtsman,LoN Third Division,Health,1899,1925,1,2,1940,12,31,Swiss,core_only,False,True,,26,20-30
11008,Louis Emile Roux,Male,Expert/Specialist,LoN First Division,Economic and Financial,1892,1926,9,22,1926,10,31,French,core_only,False,True,,34,30-40
11008,Louis Emile Roux,Male,Member of Section,LoN First Division,Economic and Financial,1892,1927,1,31,1927,6,30,French,core_only,False,True,,35,30-40
8666,Louis Gavard,Male,Clerk,LoN Second Division,Economic and Financial,1900,1926,2,18,1930,5,31,Swiss,core_only,False,True,,26,20-30
9297,Louis Henry Meyer,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1911,1937,5,11,1937,7,10,Swiss,core_only,False,True,,26,20-30
9297,Louis Henry Meyer,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1911,1938,1,1,1939,9,2,Swiss,core_only,False,True,,27,20-30
9297,Louis Henry Meyer,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1911,1940,1,17,1940,2,1,Swiss,core_only,False,True,,29,20-30
8952,Louis Maire,Male,Statistician,LoN First Division,Social Questions and Opium Traffic,1902,1924,3,22,1924,7,15,Swiss,core_only,False,True,,22,20-30
9024,Louis Massignon,Male,Collaborator,LoN First Division,Information,,1928,6,1,1931,9,30,French,core_only,False,True,,,
5424,Louis Rasminsky,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1908,1930,3,3,1943,6,30,Canadian,core_only,False,True,,22,20-30
8722,Louis Victor Ghisletti,Male,Clerk,LoN Second Division,Health,1905,1935,10,14,1939,10,23,Swiss,core_only,False,True,,30,20-30
8722,Louis Victor Ghisletti,Male,Proof-Reader,LoN Second Division,Printing & Publishing Department,1905,1930,11,3,1935,9,28,Swiss,core_only,False,False,,25,20-30
9052,Louise Aimée Mayras,Female,Secretary Shorthand-Typist,LoN Second Division,Deputy Secretary-General's Office,1891,1922,4,10,1933,12,31,French,core_only,False,False,,31,30-40
9052,Louise Aimée Mayras,Female,Secretary of Section,LoN First Division,Minorities,1891,1934,1,1,1940,1,31,French,core_only,False,True,,43,40-50
9052,Louise Aimée Mayras,Female,Secretary-Shorthand-Typist,LoN Second Division,Political,1891,1921,11,1,1922,4,9,French,core_only,False,True,,30,20-30
9052,Louise Aimée Mayras,Female,Shorthand Typist,LoN Second Division,Barcelona Conference,1891,1921,3,7,1921,4,24,French,core_only,False,False,,30,20-30
9052,Louise Aimée Mayras,Female,Shorthand Typist,LoN Second Division,Pool,1891,1921,4,25,1921,10,31,French,core_only,False,False,,30,20-30
8768,Louise Dorothée Caroline Goll,Female,Secretary-Shorthand-Typist,LoN Second Division,Pool,1887,1946,4,3,1946,4,18,Swiss,core_only,False,False,,59,50-60
8768,Louise Dorothée Caroline Goll,Female,Shorthand Typist,LoN Second Division,Economic and Financial,1887,1922,9,11,1934,5,14,Swiss,core_only,False,True,,35,30-40
8768,Louise Dorothée Caroline Goll,Female,Shorthand Typist,LoN Second Division,Political,1887,1934,5,14,1934,11,4,Swiss,core_only,False,True,,47,40-50
8768,Louise Dorothée Caroline Goll,Female,Shorthand Typist,LoN Second Division,Pool,1887,1922,3,8,1922,9,10,Swiss,core_only,False,False,,35,30-40
8768,Louise Dorothée Caroline Goll,Female,Shorthand Typist,LoN Second Division,Pool,1887,1934,11,5,1940,1,8,Swiss,core_only,False,False,,47,40-50
8894,Louise Gysin,Female,Clerk,LoN Second Division,Health,1894,1925,4,15,1937,7,11,Swiss,core_only,False,True,,31,30-40
9504,Louise Oberle,Female,Messenger,LoN Second Division,Duplicating & Multigraph Service,1903,1923,12,10,,,,French,core_only,False,False,,20,14-20
9504,Louise Oberle,Female,Messenger,LoN Second Division,Duplicating & Multigraph Service,1903,1931,9,7,1931,9,27,French,core_only,False,False,,28,20-30
9504,Louise Oberle,Female,Messenger,LoN Second Division,Duplicating & Multigraph Service,1903,1932,2,2,1932,12,22,French,core_only,False,False,,29,20-30
9504,Louise Oberle,Female,Messenger,LoN Second Division,Information,1903,1923,8,30,,,,French,core_only,False,True,,20,14-20
9504,Louise Oberle,Female,Messenger,LoN Second Division,Information,1903,1923,11,15,,,,French,core_only,False,True,,20,14-20
9504,Louise Oberle,Female,Sorter,LoN Third Division,Duplicating & Multigraph Service,1903,1933,9,25,1933,10,11,French,core_only,False,False,,30,20-30
9504,Louise Oberle,Female,Sorter,LoN Third Division,Duplicating & Multigraph Service,1903,1934,1,15,1934,1,20,French,core_only,False,False,,31,30-40
5376,Lous  Mohr,Female,Temporary Collaborator,LoN First Division,Information,,1934,9,7,1934,9,28,Norwegian,core_only,False,True,,,
8585,Lt. Col.  Giulo Fier,Male,Secretary,LoN First Division,Disarmament,1884,1935,2,1,1937,12,13,Italian,core_only,False,True,,51,50-60
10641,Lucia  Victoria   Alice Warnstedt,Female,Secretary Shorthand-Typist,LoN Second Division,Intellectual Cooperation and International Bureaux,1882,1927,8,15,1932,12,31,German,core_only,False,True,,45,40-50
10641,Lucia  Victoria   Alice Warnstedt,Female,Shorthand Typist,LoN Second Division,Pool,1882,1933,1,1,1933,1,15,German,core_only,False,False,,51,50-60
11983,Lucia Maria Chiovenda,Female,Secretary Shorthand-Typist,LoN Second Division,Information,1905,1929,10,28,1933,7,23,Italian,core_only,False,True,,24,20-30
11983,Lucia Maria Chiovenda,Female,Translator,LoN First Division,Translation,1905,1929,8,2,1929,8,25,Italian,core_only,False,False,,24,20-30
8980,Ludovica Marchet,Female,Calligrapher,LoN Second Division,Legal,1901,1923,1,8,1924,3,9,Austrian,core_only,False,True,,22,20-30
8980,Ludovica Marchet,Female,Junior Assistant,LoN Second Division,Legal,1901,1924,3,10,1929,3,31,Austrian,core_only,False,True,,23,20-30
5288,Ludwig Thorwald de Krabbe,Male,League of Nations staff,League of Nations staff,League of Nations,1884,1924,8,1,1925,12,31,Dane,core_only,False,False,,40,30-40
5288,Ludwig Thorwald de Krabbe,Male,Member of Section,LoN First Division,Administrative and Minorities,1884,1931,4,16,1933,10,27,Dane,core_only,False,True,,47,40-50
5288,Ludwig Thorwald de Krabbe,Male,Member of Section,LoN First Division,Information,1884,1921,4,1,1931,4,16,Dane,core_only,False,True,,37,30-40
5288,Ludwig Thorwald de Krabbe,Male,Member of Section,LoN First Division,Political,1884,1935,10,27,1939,4,30,Dane,core_only,False,True,,51,50-60
5185,Luigi Chiappelli,Male,Member of Section,LoN First Division,Disarmament,1889,1931,8,17,1933,2,28,Italian,core_only,False,True,,42,40-50
4975,Luigi Villari,Male,Member of Section,LoN First Division,Information,1876,1920,2,27,1923,10,11,Italian,core_only,False,True,,44,40-50
5244,Luis Agustin Podesta Costa,Male,Legal Adviser,LoN First Division,Legal,,,,,,,,Argentinian,core_only,False,True,,,
5244,Luis Agustin Podesta Costa,Male,Under Secretary General,LoN First Division,Under-Secretary-General's Office,,1938,1,29,1943,12,31,Argentinian,core_only,True,False,,,
5084,Luis Bolin,Male,Member of Section,LoN First Division,Information,1894,1920,3,1,1922,3,31,Spanish,core_only,False,True,,26,20-30
4940,Luis Varela-Obregoso,Male,Correspondent,LoN Second Division,League of Nations,,1927,12,1,1928,11,30,Peruvian,core_only,False,False,,,
4940,Luis Varela-Obregoso,Male,Temporary Collaborator,LoN First Division,Information,,1927,8,1,1927,9,30,Peruvian,core_only,False,True,,,
5159,Lumo Skendo,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Albanian,core_only,False,True,,,
5159,Lumo Skendo,Male,Temporary Collaborator,LoN First Division,Information,,1936,9,9,1936,9,30,Albanian,core_only,False,True,,,
10174,Lyle Lester Schmitter,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1906,1935,1,8,1936,1,7,US-American,core_only,False,True,,29,20-30
8662,Léon  Stettler,Male,Guide for visitors,LoN Third Division,Information,1895,1937,8,9,1937,9,8,Swiss,core_only,False,True,,42,40-50
10409,Léon Louis Eugène  Sterroz,Male,Statistical Clerk,LoN Second Division,Economic and Financial,1892,1922,2,12,1922,5,12,Swiss,core_only,False,True,,30,20-30
5194,Léon Steinig,Male,League of Nations staff,League of Nations staff,International Labour Office,1898,1926,4,10,1930,2,5,Austrian,lonsea_all,False,False,,28,20-30
5194,Léon Steinig,Male,Member of Section,LoN First Division,Social Questions and Opium Traffic,1898,1930,2,6,1946,7,31,Austrian,core_only,False,True,,32,30-40
5194,Léon Steinig,Male,Member of the Assembly,Member,International Student Service,1898,1929,,,1936,,,Austrian,lonsea_all,False,False,,31,30-40
5194,Léon Steinig,Male,Secretary General,Secretary General,World Union of Jewish Students,1898,1925,,,1936,,,Austrian,lonsea_all,False,False,,27,20-30
5311,M. F. W. Joseph,Female,Member of Section,LoN First Division,Department II,1910,1934,8,21,1944,2,20,British,core_only,False,False,,24,20-30
5311,M. F. W. Joseph,Female,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1910,1936,10,1,1938,2,12,British,core_only,False,True,,26,20-30
5311,M. F. W. Joseph,Female,Member of Section,LoN First Division,International Labour Office,1910,1933,,,1936,,,British,lonsea_all,False,False,,23,20-30
4919,M. Nyns-Lagye,Male,Temporary Collaborator,LoN First Division,Information,,1929,3,1,1929,3,9,Belgian,core_only,False,True,,,
10856,M. P. W. Joseph,Female,Member,Member,Economic and Financial,1910,1936,10,1,1938,2,12,British,core_only,False,True,,26,20-30
5151,M. Sherko,Male,Temporary Collaborator,LoN First Division,Information,,1934,9,7,1934,9,28,Albanian,core_only,False,True,,,
5219,M. Swetovksi,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Russian,core_only,False,True,,,
5117,M.L. Pin Malakul,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,20,Siamese,core_only,False,True,,,
11498,Mabel Dorothy Hewitt,Female,Statistical Clerk,LoN Second Division,Health,1901,1921,9,1,1923,8,31,British,core_only,False,True,,20,14-20
5028,Madeleine Avetenaite,Female,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Lithuanian,core_only,False,True,,,
11674,Madeleine Henriette Gaspard,Female,Bilingual Shorthand-Typist,LoN Second Division,Health,1894,1926,1,25,1929,3,5,French,core_only,False,True,,32,30-40
10126,Madeleine Satin,Female,Clerk,LoN Second Division,Social Questions and Opium Traffic,1916,1936,3,17,1939,12,31,Swiss,core_only,False,True,,20,14-20
5021,Maffio Mafii,Male,Correspondent,LoN Second Division,Information,1882,1925,3,1,1925,12,31,Italian,core_only,False,True,,43,40-50
5174,Magister Morton Bredsdorff,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Dane,core_only,False,True,,,
8948,Magnus,Male,Member of Section,LoN First Division,Information,,1919,10,,,,,,core_only,False,True,,,
10790,Major Carl Lund Wright,Male,Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1906,1931,1,5,1934,10,26,Dane,core_only,False,True,,25,20-30
10790,Major Carl Lund Wright,Male,Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1906,1935,3,1,1936,3,31,Dane,core_only,False,True,,29,20-30
9025,Major Maurice Noel Mathenet,Male,Secretary,LoN First Division,Disarmament,1889,1923,10,5,1933,7,9,French,core_only,False,True,,34,30-40
8979,Major Vittorio Marchesi,Male,Secretary,LoN First Division,Disarmament,1895,1930,1,1,1931,8,31,Italian,core_only,False,True,,35,30-40
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1919,8,,1922,6,17,US-American,core_only,False,True,,33,30-40
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1922,6,17,1922,9,16,US-American,core_only,False,True,,36,30-40
